Customer ID,Recency,Frequency,Monetary,Days_Since_Last_Purchase,Churn_Risk,R_score,F_score,M_score,RFM_Score,Segment
13426.0,17,12,4526.06,17,Low Risk,4,4,4,444,VIP Customers
13427.0,112,3,423.93,112,High Risk,2,3,2,232,Loyal Customers
13428.0,149,2,276.76,149,High Risk,1,2,1,121,At Risk Customers
13431.0,41,6,2047.14,41,Low Risk,3,4,4,344,Loyal Customers
13432.0,206,2,439.1,206,High Risk,1,2,2,122,At Risk Customers
13433.0,136,4,658.3199999999999,136,High Risk,1,3,2,132,Loyal Customers
13434.0,20,3,1132.6200000000001,20,Low Risk,3,3,3,333,Loyal Customers
13435.0,11,2,637.44,11,Low Risk,4,2,2,422,Regular Customers
13438.0,182,1,46.5,182,High Risk,1,1,1,111,At Risk Customers
13439.0,23,2,702.9,23,Low Risk,3,2,3,323,Regular Customers
13440.0,58,7,1295.25,58,Low Risk,2,4,3,243,Loyal Customers
13441.0,66,1,424.26,66,Low Risk,2,1,2,212,At Risk Customers
13442.0,302,3,419.87,302,High Risk,1,3,2,132,Loyal Customers
13443.0,83,6,1273.16,83,Low Risk,2,4,3,243,Loyal Customers
13444.0,9,2,619.08,9,Low Risk,4,2,2,422,Regular Customers
13445.0,261,1,241.89999999999998,261,High Risk,1,1,1,111,At Risk Customers
13446.0,65,11,3881.89,65,Low Risk,2,4,4,244,Loyal Customers
13448.0,8,9,5655.2,8,Low Risk,4,4,4,444,VIP Customers
13450.0,9,7,2076.32,9,Low Risk,4,4,4,444,VIP Customers
13451.0,16,6,4191.8,16,Low Risk,4,4,4,444,VIP Customers
13452.0,107,1,139.8,107,High Risk,2,1,1,211,At Risk Customers
13453.0,37,1,424.71,37,Low Risk,3,1,2,312,Regular Customers
13454.0,276,1,219.87,276,High Risk,1,1,1,111,At Risk Customers
13455.0,1,5,1847.59,1,Low Risk,4,3,4,434,Loyal Customers
13457.0,323,2,148.22,323,High Risk,1,2,1,121,At Risk Customers
13458.0,14,2,2312.7,14,Low Risk,4,2,4,424,Regular Customers
13459.0,259,2,1160.4099999999999,259,High Risk,1,2,3,123,At Risk Customers
13461.0,42,3,2715.0,42,Low Risk,3,3,4,334,Loyal Customers
13462.0,45,4,1002.35,45,Low Risk,3,3,3,333,Loyal Customers
13464.0,29,5,2422.96,29,Low Risk,3,3,4,334,Loyal Customers
13465.0,81,2,931.12,81,Low Risk,2,2,3,223,At Risk Customers
13466.0,43,4,705.45,43,Low Risk,3,3,3,333,Loyal Customers
13468.0,3,38,7670.54,3,Low Risk,4,4,4,444,VIP Customers
13469.0,288,1,82.4,288,High Risk,1,1,1,111,At Risk Customers
13472.0,98,2,592.24,98,High Risk,2,2,2,222,At Risk Customers
13473.0,209,6,2235.12,209,High Risk,1,4,4,144,Loyal Customers
13474.0,78,2,419.75,78,Low Risk,2,2,2,222,At Risk Customers
13476.0,41,3,823.0,41,Low Risk,3,3,3,333,Loyal Customers
13477.0,90,5,1364.59,90,Low Risk,2,3,3,233,Loyal Customers
13478.0,104,5,2215.78,104,High Risk,2,3,4,234,Loyal Customers
13479.0,87,2,550.42,87,Low Risk,2,2,2,222,At Risk Customers
13480.0,51,2,627.82,51,Low Risk,3,2,2,322,Regular Customers
13481.0,9,6,2026.28,9,Low Risk,4,4,4,444,VIP Customers
13482.0,262,1,151.45,262,High Risk,1,1,1,111,At Risk Customers
13484.0,18,2,476.92,18,Low Risk,3,2,2,322,Regular Customers
13485.0,11,10,2564.98,11,Low Risk,4,4,4,444,VIP Customers
13487.0,140,2,271.47,140,High Risk,1,2,1,121,At Risk Customers
13488.0,2,11,6619.57,2,Low Risk,4,4,4,444,VIP Customers
13490.0,289,1,154.25,289,High Risk,1,1,1,111,At Risk Customers
13491.0,7,18,3350.7400000000002,7,Low Risk,4,4,4,444,VIP Customers
13495.0,3,6,3329.39,3,Low Risk,4,4,4,444,VIP Customers
13497.0,3,5,972.28,3,Low Risk,4,3,3,433,Loyal Customers
13498.0,365,1,327.38,365,High Risk,1,1,2,112,At Risk Customers
13500.0,36,1,299.53,36,Low Risk,3,1,1,311,Regular Customers
13501.0,121,2,1544.79,121,High Risk,2,2,3,223,At Risk Customers
13502.0,50,2,488.5,50,Low Risk,3,2,2,322,Regular Customers
13503.0,114,5,1642.39,114,High Risk,2,3,3,233,Loyal Customers
13506.0,4,4,1180.68,4,Low Risk,4,3,3,433,Loyal Customers
13508.0,277,1,176.07999999999998,277,High Risk,1,1,1,111,At Risk Customers
13509.0,142,1,135.0,142,High Risk,1,1,1,111,At Risk Customers
13510.0,10,7,2766.73,10,Low Risk,4,4,4,444,VIP Customers
13511.0,311,1,282.76,311,High Risk,1,1,1,111,At Risk Customers
13512.0,22,3,462.18,22,Low Risk,3,3,2,332,Loyal Customers
13513.0,76,2,619.49,76,Low Risk,2,2,2,222,At Risk Customers
13514.0,63,3,663.7,63,Low Risk,2,3,2,232,Loyal Customers
13515.0,84,2,374.7,84,Low Risk,2,2,2,222,At Risk Customers
13516.0,52,1,295.85,52,Low Risk,3,1,1,311,Regular Customers
13519.0,77,1,220.46,77,Low Risk,2,1,1,211,At Risk Customers
13520.0,6,6,3285.05,6,Low Risk,4,4,4,444,VIP Customers
13523.0,1,2,1136.64,1,Low Risk,4,2,3,423,Regular Customers
13526.0,373,2,1182.0,373,High Risk,1,2,3,123,At Risk Customers
13527.0,53,5,2298.93,53,Low Risk,2,3,4,234,Loyal Customers
13530.0,269,1,402.97999999999996,269,High Risk,1,1,2,112,At Risk Customers
13531.0,1,5,1254.72,1,Low Risk,4,3,3,433,Loyal Customers
13534.0,14,10,1850.82,14,Low Risk,4,4,4,444,VIP Customers
13535.0,37,1,89.5,37,Low Risk,3,1,1,311,Regular Customers
13537.0,60,2,717.85,60,Low Risk,2,2,3,223,At Risk Customers
13538.0,31,5,1822.28,31,Low Risk,3,3,4,334,Loyal Customers
13539.0,55,4,938.02,55,Low Risk,2,3,3,233,Loyal Customers
13540.0,102,3,632.39,102,High Risk,2,3,2,232,Loyal Customers
13541.0,62,2,785.25,62,Low Risk,2,2,3,223,At Risk Customers
13542.0,11,17,3959.4900000000002,11,Low Risk,4,4,4,444,VIP Customers
13543.0,269,2,1439.6100000000001,269,High Risk,1,2,3,123,At Risk Customers
13544.0,46,4,514.14,46,Low Risk,3,3,2,332,Loyal Customers
13545.0,25,2,364.93,25,Low Risk,3,2,2,322,Regular Customers
13546.0,17,2,465.15,17,Low Risk,4,2,2,422,Regular Customers
13547.0,43,1,167.08,43,Low Risk,3,1,1,311,Regular Customers
13548.0,106,1,223.28,106,High Risk,2,1,1,211,At Risk Customers
13549.0,22,1,87.6,22,Low Risk,3,1,1,311,Regular Customers
13550.0,18,1,342.55,18,Low Risk,3,1,2,312,Regular Customers
13551.0,301,1,152.39999999999998,301,High Risk,1,1,1,111,At Risk Customers
13552.0,63,10,3208.85,63,Low Risk,2,4,4,244,Loyal Customers
13553.0,309,1,499.6,309,High Risk,1,1,2,112,At Risk Customers
13554.0,15,7,1629.35,15,Low Risk,4,4,3,443,VIP Customers
13555.0,13,9,4792.96,13,Low Risk,4,4,4,444,VIP Customers
13556.0,64,2,200.82,64,Low Risk,2,2,1,221,At Risk Customers
13557.0,50,11,2448.2,50,Low Risk,3,4,4,344,Loyal Customers
13559.0,147,2,990.0,147,High Risk,1,2,3,123,At Risk Customers
13561.0,32,10,1661.54,32,Low Risk,3,4,3,343,Loyal Customers
13562.0,36,5,3038.85,36,Low Risk,3,3,4,334,Loyal Customers
13564.0,3,35,15310.35,3,Low Risk,4,4,4,444,VIP Customers
13565.0,46,1,174.57999999999998,46,Low Risk,3,1,1,311,Regular Customers
13566.0,69,3,831.76,69,Low Risk,2,3,3,233,Loyal Customers
13567.0,63,4,1079.29,63,Low Risk,2,3,3,233,Loyal Customers
13569.0,2,3,497.74,2,Low Risk,4,3,2,432,Loyal Customers
13571.0,17,14,2448.32,17,Low Risk,4,4,4,444,VIP Customers
13573.0,14,4,614.27,14,Low Risk,4,3,2,432,Loyal Customers
13574.0,46,1,404.45,46,Low Risk,3,1,2,312,Regular Customers
13576.0,8,11,4834.400000000001,8,Low Risk,4,4,4,444,VIP Customers
13577.0,17,7,1801.68,17,Low Risk,4,4,4,444,VIP Customers
13578.0,44,1,147.66,44,Low Risk,3,1,1,311,Regular Customers
13579.0,4,4,1072.0,4,Low Risk,4,3,3,433,Loyal Customers
13580.0,41,1,107.75,41,Low Risk,3,1,1,311,Regular Customers
13581.0,49,1,162.53,49,Low Risk,3,1,1,311,Regular Customers
13582.0,24,2,241.68,24,Low Risk,3,2,1,321,Regular Customers
13583.0,314,1,664.001,314,High Risk,1,1,2,112,At Risk Customers
13584.0,133,2,243.3,133,High Risk,2,2,1,221,At Risk Customers
13585.0,165,3,684.54,165,High Risk,1,3,2,132,Loyal Customers
13586.0,176,1,127.28,176,High Risk,1,1,1,111,At Risk Customers
13587.0,84,3,961.1,84,Low Risk,2,3,3,233,Loyal Customers
13589.0,84,4,741.09,84,Low Risk,2,3,3,233,Loyal Customers
13590.0,10,12,4354.12,10,Low Risk,4,4,4,444,VIP Customers
13591.0,70,4,976.8100000000001,70,Low Risk,2,3,3,233,Loyal Customers
13593.0,22,9,3481.41,22,Low Risk,3,4,4,344,Loyal Customers
13594.0,120,1,136.35000000000002,120,High Risk,2,1,1,211,At Risk Customers
13595.0,151,3,784.48,151,High Risk,1,3,3,133,Loyal Customers
13597.0,35,2,396.71,35,Low Risk,3,2,2,322,Regular Customers
13598.0,130,4,601.92,130,High Risk,2,3,2,232,Loyal Customers
13599.0,1,14,5013.96,1,Low Risk,4,4,4,444,VIP Customers
13600.0,269,1,298.9,269,High Risk,1,1,1,111,At Risk Customers
13601.0,27,2,466.67,27,Low Risk,3,2,2,322,Regular Customers
13602.0,16,3,596.28,16,Low Risk,4,3,2,432,Loyal Customers
13604.0,293,1,717.62,293,High Risk,1,1,3,113,At Risk Customers
13605.0,22,2,522.67,22,Low Risk,3,2,2,322,Regular Customers
13607.0,37,1,400.3,37,Low Risk,3,1,2,312,Regular Customers
13608.0,175,1,232.05,175,High Risk,1,1,1,111,At Risk Customers
13609.0,228,1,167.35,228,High Risk,1,1,1,111,At Risk Customers
13610.0,22,7,1021.38,22,Low Risk,3,4,3,343,Loyal Customers
13611.0,9,7,2143.53,9,Low Risk,4,4,4,444,VIP Customers
13612.0,267,1,818.29,267,High Risk,1,1,3,113,At Risk Customers
13613.0,87,5,1039.8500000000001,87,Low Risk,2,3,3,233,Loyal Customers
13614.0,28,2,747.28,28,Low Risk,3,2,3,323,Regular Customers
13615.0,34,7,5854.84,34,Low Risk,3,4,4,344,Loyal Customers
13616.0,203,2,283.85,203,High Risk,1,2,1,121,At Risk Customers
13617.0,43,5,734.57,43,Low Risk,3,3,3,333,Loyal Customers
13619.0,179,2,224.94,179,High Risk,1,2,1,121,At Risk Customers
13620.0,163,1,112.34,163,High Risk,1,1,1,111,At Risk Customers
13622.0,331,1,658.95,331,High Risk,1,1,2,112,At Risk Customers
13623.0,15,5,1805.32,15,Low Risk,4,3,4,434,Loyal Customers
13624.0,23,1,462.08,23,Low Risk,3,1,2,312,Regular Customers
13625.0,231,1,301.26,231,High Risk,1,1,1,111,At Risk Customers
13626.0,14,1,449.81,14,Low Risk,4,1,2,412,Regular Customers
13627.0,123,2,607.43,123,High Risk,2,2,2,222,At Risk Customers
13628.0,311,1,310.14,311,High Risk,1,1,2,112,At Risk Customers
13629.0,48,8,5578.5,48,Low Risk,3,4,4,344,Loyal Customers
13632.0,29,3,1526.88,29,Low Risk,3,3,3,333,Loyal Customers
13634.0,9,11,3486.41,9,Low Risk,4,4,4,444,VIP Customers
13635.0,77,3,1928.1299999999999,77,Low Risk,2,3,4,234,Loyal Customers
13639.0,71,1,312.93,71,Low Risk,2,1,2,212,At Risk Customers
13640.0,246,1,405.0,246,High Risk,1,1,2,112,At Risk Customers
13641.0,275,5,1016.47,275,High Risk,1,3,3,133,Loyal Customers
13642.0,67,3,159.92,67,Low Risk,2,3,1,231,Loyal Customers
13643.0,17,7,1637.33,17,Low Risk,4,4,3,443,VIP Customers
13646.0,34,2,326.25,34,Low Risk,3,2,2,322,Regular Customers
13647.0,129,4,1393.56,129,High Risk,2,3,3,233,Loyal Customers
13648.0,35,8,1764.02,35,Low Risk,3,4,4,344,Loyal Customers
13649.0,1,5,1304.88,1,Low Risk,4,3,3,433,Loyal Customers
13650.0,9,4,1451.66,9,Low Risk,4,3,3,433,Loyal Customers
13651.0,16,1,132.65,16,Low Risk,4,1,1,411,Regular Customers
13652.0,3,3,1475.77,3,Low Risk,4,3,3,433,Loyal Customers
13653.0,122,1,152.2,122,High Risk,2,1,1,211,At Risk Customers
13654.0,15,5,3600.67,15,Low Risk,4,3,4,434,Loyal Customers
13655.0,9,4,1347.54,9,Low Risk,4,3,3,433,Loyal Customers
13656.0,134,2,699.2,134,High Risk,2,2,2,222,At Risk Customers
13658.0,18,4,3386.33,18,Low Risk,3,3,4,334,Loyal Customers
13659.0,51,10,3321.68,51,Low Risk,3,4,4,344,Loyal Customers
13660.0,35,1,306.64,35,Low Risk,3,1,1,311,Regular Customers
13661.0,238,1,325.24,238,High Risk,1,1,2,112,At Risk Customers
13662.0,20,8,1352.35,20,Low Risk,3,4,3,343,Loyal Customers
13663.0,15,4,1858.04,15,Low Risk,4,3,4,434,Loyal Customers
13665.0,21,3,1711.6599999999999,21,Low Risk,3,3,3,333,Loyal Customers
13666.0,55,2,43.25,55,Low Risk,2,2,1,221,At Risk Customers
13668.0,18,14,6638.650000000001,18,Low Risk,3,4,4,344,Loyal Customers
13669.0,42,1,195.0,42,Low Risk,3,1,1,311,Regular Customers
13671.0,29,1,172.6,29,Low Risk,3,1,1,311,Regular Customers
13672.0,365,1,233.53000000000003,365,High Risk,1,1,1,111,At Risk Customers
13674.0,67,1,240.68,67,Low Risk,2,1,1,211,At Risk Customers
13676.0,174,2,243.9,174,High Risk,1,2,1,121,At Risk Customers
13677.0,39,2,551.24,39,Low Risk,3,2,2,322,Regular Customers
13679.0,128,3,281.26,128,High Risk,2,3,1,231,Loyal Customers
13680.0,106,8,7700.55,106,High Risk,2,4,4,244,Loyal Customers
13683.0,92,1,258.6,92,High Risk,2,1,1,211,At Risk Customers
13684.0,25,3,529.75,25,Low Risk,3,3,2,332,Loyal Customers
13686.0,15,2,337.04,15,Low Risk,4,2,2,422,Regular Customers
13687.0,73,1,11880.84,73,Low Risk,2,1,4,214,At Risk Customers
13688.0,270,1,375.5,270,High Risk,1,1,2,112,At Risk Customers
13689.0,79,1,349.5,79,Low Risk,2,1,2,212,At Risk Customers
13691.0,31,1,212.78,31,Low Risk,3,1,1,311,Regular Customers
13692.0,43,2,1626.08,43,Low Risk,3,2,3,323,Regular Customers
13693.0,9,9,2011.82,9,Low Risk,4,4,4,444,VIP Customers
13694.0,8,94,131443.19,8,Low Risk,4,4,4,444,VIP Customers
13695.0,212,1,266.6,212,High Risk,1,1,1,111,At Risk Customers
13696.0,56,3,2020.4,56,Low Risk,2,3,4,234,Loyal Customers
13698.0,231,2,451.73,231,High Risk,1,2,2,122,At Risk Customers
13699.0,185,1,455.57,185,High Risk,1,1,2,112,At Risk Customers
13700.0,52,3,348.34,52,Low Risk,3,3,2,332,Loyal Customers
13701.0,81,1,161.0,81,Low Risk,2,1,1,211,At Risk Customers
13702.0,80,1,135.18,80,Low Risk,2,1,1,211,At Risk Customers
13703.0,50,1,326.06,50,Low Risk,3,1,2,312,Regular Customers
13705.0,8,5,1323.47,8,Low Risk,4,3,3,433,Loyal Customers
13706.0,261,1,300.38,261,High Risk,1,1,1,111,At Risk Customers
13707.0,64,3,2559.45,64,Low Risk,2,3,4,234,Loyal Customers
13709.0,81,5,1263.7,81,Low Risk,2,3,3,233,Loyal Customers
13710.0,58,2,329.04,58,Low Risk,2,2,2,222,At Risk Customers
13711.0,41,7,1540.2,41,Low Risk,3,4,3,343,Loyal Customers
13712.0,245,1,537.58,245,High Risk,1,1,2,112,At Risk Customers
13713.0,43,3,740.76,43,Low Risk,3,3,3,333,Loyal Customers
13714.0,100,1,161.35,100,High Risk,2,1,1,211,At Risk Customers
13715.0,7,13,7348.3,7,Low Risk,4,4,4,444,VIP Customers
13717.0,92,2,318.29,92,High Risk,2,2,2,222,At Risk Customers
13719.0,28,6,1741.4,28,Low Risk,3,4,4,344,Loyal Customers
13721.0,30,1,217.39999999999998,30,Low Risk,3,1,1,311,Regular Customers
13722.0,55,7,3260.0,55,Low Risk,2,4,4,244,Loyal Customers
13723.0,27,5,994.23,27,Low Risk,3,3,3,333,Loyal Customers
13724.0,272,1,213.01,272,High Risk,1,1,1,111,At Risk Customers
13727.0,246,6,740.6700000000001,246,High Risk,1,4,3,143,Loyal Customers
13728.0,22,10,1839.03,22,Low Risk,3,4,4,344,Loyal Customers
13729.0,70,3,724.73,70,Low Risk,2,3,3,233,Loyal Customers
13733.0,45,2,487.03000000000003,45,Low Risk,3,2,2,322,Regular Customers
13734.0,143,4,6695.6900000000005,143,High Risk,1,3,4,134,Loyal Customers
13735.0,11,9,6879.2300000000005,11,Low Risk,4,4,4,444,VIP Customers
13736.0,60,5,2022.67,60,Low Risk,2,3,4,234,Loyal Customers
13738.0,31,1,434.78000000000003,31,Low Risk,3,1,2,312,Regular Customers
13739.0,162,1,75.3,162,High Risk,1,1,1,111,At Risk Customers
13740.0,50,4,1232.02,50,Low Risk,3,3,3,333,Loyal Customers
13745.0,181,1,477.32,181,High Risk,1,1,2,112,At Risk Customers
13746.0,48,1,176.69,48,Low Risk,3,1,1,311,Regular Customers
13747.0,8,2,169.79999999999998,8,Low Risk,4,2,1,421,Regular Customers
13748.0,8,5,1320.1,8,Low Risk,4,3,3,433,Loyal Customers
13750.0,15,6,1954.92,15,Low Risk,4,4,4,444,VIP Customers
13752.0,162,1,404.45000000000005,162,High Risk,1,1,2,112,At Risk Customers
13753.0,233,3,1353.31,233,High Risk,1,3,3,133,Loyal Customers
13754.0,72,1,164.45000000000002,72,Low Risk,2,1,1,211,At Risk Customers
13756.0,2,10,3999.2300000000005,2,Low Risk,4,4,4,444,VIP Customers
13757.0,309,1,195.55,309,High Risk,1,1,1,111,At Risk Customers
13758.0,1,10,6226.43,1,Low Risk,4,4,4,444,VIP Customers
13760.0,39,3,1076.85,39,Low Risk,3,3,3,333,Loyal Customers
13761.0,137,4,881.52,137,High Risk,1,3,3,133,Loyal Customers
13762.0,228,4,2165.76,228,High Risk,1,3,4,134,Loyal Customers
13763.0,52,2,3502.48,52,Low Risk,3,2,4,324,Regular Customers
13764.0,204,3,1400.2,204,High Risk,1,3,3,133,Loyal Customers
13765.0,288,1,352.821,288,High Risk,1,1,2,112,At Risk Customers
13766.0,130,1,190.35,130,High Risk,2,1,1,211,At Risk Customers
13767.0,4,39,18320.170000000002,4,Low Risk,4,4,4,444,VIP Customers
13768.0,361,2,875.97,361,High Risk,1,2,3,123,At Risk Customers
13769.0,2,11,3003.9100000000003,2,Low Risk,4,4,4,444,VIP Customers
13770.0,57,4,785.37,57,Low Risk,2,3,3,233,Loyal Customers
13771.0,168,5,3094.37,168,High Risk,1,3,4,134,Loyal Customers
13772.0,35,5,1977.39,35,Low Risk,3,3,4,334,Loyal Customers
13773.0,31,2,301.54,31,Low Risk,3,2,1,321,Regular Customers
13775.0,225,1,1049.66,225,High Risk,1,1,3,113,At Risk Customers
13776.0,63,2,623.98,63,Low Risk,2,2,2,222,At Risk Customers
13777.0,1,37,30501.260000000002,1,Low Risk,4,4,4,444,VIP Customers
13778.0,126,3,945.79,126,High Risk,2,3,3,233,Loyal Customers
13779.0,150,1,161.13,150,High Risk,1,1,1,111,At Risk Customers
13780.0,42,1,372.06,42,Low Risk,3,1,2,312,Regular Customers
13781.0,227,2,650.99,227,High Risk,1,2,2,122,At Risk Customers
13782.0,88,7,877.22,88,Low Risk,2,4,3,243,Loyal Customers
13783.0,122,4,1542.09,122,High Risk,2,3,3,233,Loyal Customers
13784.0,69,3,447.44,69,Low Risk,2,3,2,232,Loyal Customers
13785.0,63,4,542.49,63,Low Risk,2,3,2,232,Loyal Customers
13786.0,2,6,3127.99,2,Low Risk,4,4,4,444,VIP Customers
13787.0,93,4,913.46,93,High Risk,2,3,3,233,Loyal Customers
13788.0,140,1,3.75,140,High Risk,1,1,1,111,At Risk Customers
13789.0,23,1,239.45999999999998,23,Low Risk,3,1,1,311,Regular Customers
13792.0,57,1,188.4,57,Low Risk,2,1,1,211,At Risk Customers
13793.0,281,1,96.0,281,High Risk,1,1,1,111,At Risk Customers
13794.0,181,1,126.03,181,High Risk,1,1,1,111,At Risk Customers
13795.0,23,4,836.3,23,Low Risk,3,3,3,333,Loyal Customers
13796.0,134,1,289.7,134,High Risk,2,1,1,211,At Risk Customers
13797.0,71,3,1179.45,71,Low Risk,2,3,3,233,Loyal Customers
13798.0,7,54,38683.02,7,Low Risk,4,4,4,444,VIP Customers
13799.0,79,7,2114.71,79,Low Risk,2,4,4,244,Loyal Customers
13800.0,65,2,1121.24,65,Low Risk,2,2,3,223,At Risk Customers
13802.0,9,16,21659.69,9,Low Risk,4,4,4,444,VIP Customers
13803.0,66,2,1061.84,66,Low Risk,2,2,3,223,At Risk Customers
13804.0,70,2,572.73,70,Low Risk,2,2,2,222,At Risk Customers
13807.0,2,3,422.2,2,Low Risk,4,3,2,432,Loyal Customers
13809.0,29,2,524.65,29,Low Risk,3,2,2,322,Regular Customers
13813.0,162,4,1398.61,162,High Risk,1,3,3,133,Loyal Customers
13814.0,162,1,678.2,162,High Risk,1,1,2,112,At Risk Customers
13815.0,41,4,3448.38,41,Low Risk,3,3,4,334,Loyal Customers
13818.0,64,1,61.28,64,Low Risk,2,1,1,211,At Risk Customers
13819.0,304,3,1502.0,304,High Risk,1,3,3,133,Loyal Customers
13820.0,53,3,652.75,53,Low Risk,2,3,2,232,Loyal Customers
13821.0,28,4,993.44,28,Low Risk,3,3,3,333,Loyal Customers
13823.0,15,5,2445.79,15,Low Risk,4,3,4,434,Loyal Customers
13824.0,14,7,1615.82,14,Low Risk,4,4,3,443,VIP Customers
13825.0,256,2,255.59,256,High Risk,1,2,1,121,At Risk Customers
13829.0,56,1,102.0,56,Low Risk,2,1,1,211,At Risk Customers
13830.0,216,1,156.85000000000002,216,High Risk,1,1,1,111,At Risk Customers
13831.0,4,13,4795.09,4,Low Risk,4,4,4,444,VIP Customers
13832.0,57,1,557.6899999999999,57,Low Risk,2,1,2,212,At Risk Customers
13833.0,39,1,316.56,39,Low Risk,3,1,2,312,Regular Customers
13834.0,211,2,324.19,211,High Risk,1,2,2,122,At Risk Customers
13835.0,154,3,260.7,154,High Risk,1,3,1,131,Loyal Customers
13836.0,34,2,620.37,34,Low Risk,3,2,2,322,Regular Customers
13838.0,4,7,1245.91,4,Low Risk,4,4,3,443,VIP Customers
13839.0,121,1,139.95000000000002,121,High Risk,2,1,1,211,At Risk Customers
13840.0,51,1,651.4,51,Low Risk,3,1,2,312,Regular Customers
13842.0,1,10,2244.29,1,Low Risk,4,4,4,444,VIP Customers
13843.0,16,1,319.75,16,Low Risk,4,1,2,412,Regular Customers
13846.0,34,1,442.73,34,Low Risk,3,1,2,312,Regular Customers
13847.0,354,1,310.72,354,High Risk,1,1,2,112,At Risk Customers
13848.0,1,6,2080.0,1,Low Risk,4,4,4,444,VIP Customers
13849.0,32,3,1931.35,32,Low Risk,3,3,4,334,Loyal Customers
13851.0,14,5,1955.0,14,Low Risk,4,3,4,434,Loyal Customers
13852.0,245,1,187.35000000000002,245,High Risk,1,1,1,111,At Risk Customers
13854.0,0,15,4144.44,0,Low Risk,4,4,4,444,VIP Customers
13855.0,135,4,1310.3400000000001,135,High Risk,2,3,3,233,Loyal Customers
13856.0,98,8,753.53,98,High Risk,2,4,3,243,Loyal Customers
13857.0,28,6,1001.01,28,Low Risk,3,4,3,343,Loyal Customers
13859.0,164,1,314.7,164,High Risk,1,1,2,112,At Risk Customers
13861.0,64,2,273.26,64,Low Risk,2,2,1,221,At Risk Customers
13862.0,24,1,346.73,24,Low Risk,3,1,2,312,Regular Customers
13863.0,100,3,933.77,100,High Risk,2,3,3,233,Loyal Customers
13864.0,21,1,662.4000000000001,21,Low Risk,3,1,2,312,Regular Customers
13869.0,16,6,4913.22,16,Low Risk,4,4,4,444,VIP Customers
13870.0,22,7,2941.14,22,Low Risk,3,4,4,344,Loyal Customers
13871.0,63,4,1482.6,63,Low Risk,2,3,3,233,Loyal Customers
13872.0,162,3,919.57,162,High Risk,1,3,3,133,Loyal Customers
13873.0,18,5,649.32,18,Low Risk,3,3,2,332,Loyal Customers
13874.0,139,6,1508.7,139,High Risk,1,4,3,143,Loyal Customers
13875.0,22,9,3027.58,22,Low Risk,3,4,4,344,Loyal Customers
13877.0,105,2,332.44,105,High Risk,2,2,2,222,At Risk Customers
13878.0,182,3,1145.33,182,High Risk,1,3,3,133,Loyal Customers
13879.0,280,1,395.5,280,High Risk,1,1,2,112,At Risk Customers
13880.0,2,5,1171.89,2,Low Risk,4,3,3,433,Loyal Customers
13881.0,10,23,28019.58,10,Low Risk,4,4,4,444,VIP Customers
13883.0,38,10,3885.54,38,Low Risk,3,4,4,344,Loyal Customers
13884.0,11,5,1037.43,11,Low Risk,4,3,3,433,Loyal Customers
13888.0,39,5,1405.92,39,Low Risk,3,3,3,333,Loyal Customers
13889.0,17,5,1574.3300000000002,17,Low Risk,4,3,3,433,Loyal Customers
13890.0,9,4,1043.57,9,Low Risk,4,3,3,433,Loyal Customers
13891.0,13,3,859.21,13,Low Risk,4,3,3,433,Loyal Customers
13892.0,112,2,634.68,112,High Risk,2,2,2,222,At Risk Customers
13895.0,150,2,1415.45,150,High Risk,1,2,3,123,At Risk Customers
13896.0,260,1,388.55,260,High Risk,1,1,2,112,At Risk Customers
13897.0,73,2,849.56,73,Low Risk,2,2,3,223,At Risk Customers
13898.0,46,1,530.47,46,Low Risk,3,1,2,312,Regular Customers
13900.0,24,3,869.64,24,Low Risk,3,3,3,333,Loyal Customers
13901.0,9,10,2809.14,9,Low Risk,4,4,4,444,VIP Customers
13902.0,267,5,34095.26,267,High Risk,1,3,4,134,Loyal Customers
13903.0,35,1,165.45000000000002,35,Low Risk,3,1,1,311,Regular Customers
13905.0,367,1,312.65,367,High Risk,1,1,2,112,At Risk Customers
13906.0,44,1,42.0,44,Low Risk,3,1,1,311,Regular Customers
13907.0,326,1,136.8,326,High Risk,1,1,1,111,At Risk Customers
13909.0,58,2,282.85,58,Low Risk,2,2,1,221,At Risk Customers
13911.0,14,11,1654.08,14,Low Risk,4,4,3,443,VIP Customers
13912.0,58,1,124.95,58,Low Risk,2,1,1,211,At Risk Customers
13913.0,141,1,42.22,141,High Risk,1,1,1,111,At Risk Customers
13915.0,29,1,70.80000000000001,29,Low Risk,3,1,1,311,Regular Customers
13916.0,98,4,1275.81,98,High Risk,2,3,3,233,Loyal Customers
13919.0,59,2,975.87,59,Low Risk,2,2,3,223,At Risk Customers
13920.0,66,4,1774.68,66,Low Risk,2,3,4,234,Loyal Customers
13921.0,37,4,730.7,37,Low Risk,3,3,3,333,Loyal Customers
13922.0,72,2,692.95,72,Low Risk,2,2,2,222,At Risk Customers
13927.0,72,1,359.27,72,Low Risk,2,1,2,212,At Risk Customers
13929.0,51,9,2651.45,51,Low Risk,3,4,4,344,Loyal Customers
13931.0,27,9,4019.85,27,Low Risk,3,4,4,344,Loyal Customers
13935.0,231,3,6116.92,231,High Risk,1,3,4,134,Loyal Customers
13936.0,17,2,563.08,17,Low Risk,4,2,2,422,Regular Customers
13937.0,37,1,721.28,37,Low Risk,3,1,3,313,Regular Customers
13939.0,66,4,992.41,66,Low Risk,2,3,3,233,Loyal Customers
